employee_id,first_name,last_name,gender,province,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-67527432,Faye,Vertoor,Male,Zuid-Holland,Leiden,2017-02-03,Customer Service,Help Desk Technician,Bachelor,62645,Excellent,No,1989-01-01,2017-08-02
00-16749089,Tirza,Ouwerkerk,Female,Noord-Holland,Alkmaar,2017-09-02,Operations,Inventory Specialist,High School,59387,Needs Improvement,No,1976-04-01,2024-01-19
00-71028710,Kick,Manne,Female,Zuid-Holland,Den Haag,2018-02-23,Operations,Inventory Specialist,Bachelor,55613,Excellent,Yes,1963-07-21,2018-08-22
00-66581473,Bjorn,Pieters,Male,Noord-Holland,Amsterdam,2017-12-25,Sales,Sales Representative,Bachelor,81867,Good,Yes,1991-10-30,2018-09-28
00-12601580,Evie,Duivenvoorden,Male,Zuid-Holland,Leiden,2022-06-15,Operations,Inventory Specialist,High School,65526,Good,Yes,1991-10-11,2022-12-12
00-40094589,Pien,Luitgardis van Neustrië,Female,Gelderland,Apeldoorn,2022-09-19,Operations,Inventory Specialist,Bachelor,62277,Good,Yes,1980-12-08,2023-03-18
00-14164775,Sam,van Vermandois,Male,Zuid-Holland,Rotterdam,2024-05-25,Marketing,Marketing Coordinator,Bachelor,77400,Good,No,1980-08-18,2024-11-21
00-12735359,Jake,Aertsz,Female,Zuid-Holland,Den Haag,2021-11-21,Finance,Financial Analyst,PhD,100890,Needs Improvement,Yes,1973-03-29,2022-05-20
00-73560289,Nina,Haack,Female,Zuid-Holland,Den Haag,2022-10-11,IT,IT Support Specialist,High School,56379,Satisfactory,No,1995-12-03,2023-04-09
00-72415804,Keano,Köster,Female,Noord-Holland,Amsterdam,2022-10-20,Operations,Operations Analyst,Bachelor,66960,Excellent,No,2003-02-14,2023-04-18
00-91321540,Jente,van den Broek,Female,Groningen,Groningen,2021-06-19,Marketing,SEO Specialist,High School,67722,Satisfactory,No,2000-06-14,2021-12-16
00-25372341,Dana,Potters,Male,Noord-Holland,Alkmaar,2023-11-30,IT,System Administrator,Master,66766,Good,No,1980-12-05,2024-05-28
00-24508768,Gijs,van Kasteelen,Female,Zuid-Holland,Den Haag,2020-02-18,Operations,Operations Analyst,Bachelor,70843,Satisfactory,Yes,1982-01-04,2024-09-19
00-60372847,Victor,van der Horst,Female,Noord-Holland,Amsterdam,2019-12-26,Customer Service,Customer Service Representative,High School,57443,Satisfactory,No,2002-05-03,2023-04-11
00-20200074,Emma,Uittenbosch,Female,Noord-Holland,Haarlem,2020-12-12,Operations,Logistics Coordinator,Bachelor,58818,Satisfactory,No,1993-12-09,2021-06-10
00-23676961,Puck,van Geffen,Female,Noord-Holland,Alkmaar,2022-08-12,Customer Service,Support Specialist,High School,58077,Satisfactory,No,2000-03-22,2023-02-08
00-90585882,Juliette,van de Eerenbeemt,Male,Zuid-Holland,Leiden,2023-06-05,Operations,Logistics Coordinator,Bachelor,61022,Satisfactory,Yes,1992-05-10,2023-12-02
00-15512205,Rosalie,van der Veen,Female,Noord-Holland,Amsterdam,2018-06-12,Operations,Inventory Specialist,Bachelor,52119,Satisfactory,No,2004-03-31,2021-09-22
00-59737181,Jasper,van Oirschot,Male,Noord-Holland,Amsterdam,2016-06-13,Customer Service,Help Desk Technician,Bachelor,79488,Good,No,1985-09-17,2017-06-29
00-11698142,Lieke,Pons,Female,Noord-Holland,Amsterdam,2023-11-02,Sales,Sales Representative,Bachelor,61656,Good,Yes,2001-03-29,2024-04-30
00-68186525,Mason,van den Hoek,Male,Noord-Holland,Haarlem,2024-06-25,Operations,Inventory Specialist,High School,62729,Satisfactory,Yes,1986-04-21,2024-12-22
00-71705170,Leon,Scheffers,Male,Noord-Holland,Alkmaar,2022-06-10,Customer Service,Support Specialist,High School,61421,Excellent,No,1989-09-01,2022-12-07
00-80027662,Joëlle,Serra,Male,Noord-Holland,Amsterdam,2024-03-26,Customer Service,Customer Service Representative,Bachelor,65799,Good,No,1994-03-19,2024-09-22
00-82232344,Noud,Uphus,Male,Noord-Holland,Alkmaar,2023-11-22,Sales,Sales Specialist,Master,73687,Excellent,No,1966-03-15,2024-05-20
00-89520597,Daniël,Jacquot,Male,Zuid-Holland,Den Haag,2017-02-24,Sales,Sales Representative,Bachelor,76839,Good,No,1979-10-20,2022-05-26
00-21631697,Sam,Kathagen,Female,Zuid-Holland,Leiden,2017-09-15,Sales,Sales Representative,Bachelor,68867,Good,No,1977-03-19,2021-12-20
00-72372114,Casper,van Beaumont,Female,Noord-Holland,Haarlem,2020-05-28,Customer Service,Help Desk Technician,Bachelor,84880,Good,No,1972-05-02,2020-11-24
00-55150390,Carlijn,van Luxemburg,Male,Utrecht,Nieuwegein,2015-06-01,Operations,Logistics Coordinator,Bachelor,60507,Good,No,2000-04-22,2018-01-04
00-75437844,Jules,van Boulogne,Male,Zuid-Holland,Den Haag,2017-05-22,Sales,Sales Representative,Bachelor,83685,Excellent,No,1972-11-05,2019-05-30
00-47535126,Liv,Bernaards,Female,Utrecht,Utrecht,2023-11-08,Sales,Sales Representative,Bachelor,60817,Good,No,1978-03-15,2024-05-06
00-84597009,Lisa,de Gruil,Female,Zuid-Holland,Den Haag,2015-06-23,IT,Software Developer,Master,94283,Needs Improvement,No,1982-05-20,2021-11-14
00-42394260,Suze,Weylant,Male,Noord-Holland,Amsterdam,2022-04-19,Customer Service,Support Specialist,Bachelor,73126,Good,No,1972-10-14,2022-10-16
00-42255732,Sander,van Berkum,Female,Zuid-Holland,Den Haag,2022-07-15,Sales,Sales Representative,Bachelor,69452,Satisfactory,No,1970-10-30,2023-09-03
00-75876924,Kyara,van der Stael,Male,Utrecht,Utrecht,2019-10-19,Customer Service,Customer Service Representative,Bachelor,67262,Needs Improvement,No,1972-02-07,2023-04-05
00-49491631,Renske,Muijs,Male,Noord-Brabant,Breda,2017-06-27,Marketing,Content Creator,Bachelor,64549,Good,Yes,1987-01-17,2022-09-21
00-51098277,Mark,van Eck,Male,Groningen,Groningen,2022-06-26,Marketing,Marketing Coordinator,Bachelor,67380,Satisfactory,No,1995-07-05,2022-12-23
00-84285882,Sander,Vervoort,Male,Zuid-Holland,Den Haag,2020-09-01,Customer Service,Customer Service Representative,Bachelor,67745,Good,No,1985-09-29,2021-11-11
00-83871890,Lucy,die Pelser,Female,Utrecht,Nieuwegein,2018-09-21,Customer Service,Customer Service Representative,High School,56905,Excellent,No,2003-01-20,2019-03-20
00-46361787,Mila,van Maasgouw,Male,Utrecht,Nieuwegein,2018-12-01,Marketing,Marketing Coordinator,Bachelor,76321,Excellent,No,1979-07-22,2024-04-06
00-35848226,Feline,van der Laan,Male,Zuid-Holland,Leiden,2018-01-10,Operations,Inventory Specialist,High School,57184,Good,No,1980-07-07,2021-03-02
00-34850391,Sem,Boddaugh,Female,Zuid-Holland,Leiden,2017-01-31,Operations,Logistics Coordinator,Bachelor,53969,Excellent,No,1979-11-26,2019-08-20
00-47111151,Thijn,Huurdeman,Male,Utrecht,Nieuwegein,2022-11-12,Sales,Sales Representative,Bachelor,77197,Good,Yes,1986-03-03,2023-05-11
00-47983442,Joep,Cadefau,Female,Noord-Holland,Amsterdam,2024-04-04,Operations,Logistics Coordinator,Bachelor,55325,Satisfactory,No,1975-10-20,2024-10-01
00-40532273,Nick,Meyer,Female,Gelderland,Nijmegen,2018-06-15,Finance,Accounts Payable Specialist,Bachelor,66844,Needs Improvement,Yes,1980-07-28,2018-12-12
00-81690398,Nout,de Grote,Male,Noord-Holland,Haarlem,2016-04-11,Customer Service,Help Desk Technician,Bachelor,64248,Good,No,1976-12-20,2019-12-06
00-84270583,Tirza,van Bovenen,Female,Noord-Holland,Alkmaar,2017-04-02,Sales,Sales Specialist,PhD,91729,Good,No,1988-10-12,2023-07-19
00-75884623,Daniël,van Munster,Female,Zuid-Holland,Den Haag,2016-01-08,Finance,Accountant,Bachelor,82893,Excellent,No,1999-10-24,2017-05-12
00-48163378,Britt,Charon,Female,Zuid-Holland,Rotterdam,2019-12-30,Operations,Operations Analyst,Master,88450,Good,No,1987-06-02,2020-06-27
00-34744872,Pieter,Neuzerling,Male,Noord-Holland,Amsterdam,2024-08-25,Sales,Sales Specialist,Bachelor,73442,Good,No,1997-06-27,2025-02-21
00-74119726,Lizz,Brievingh,Female,Zuid-Holland,Leiden,2016-10-02,Operations,Logistics Coordinator,Bachelor,59414,Good,No,1975-12-29,2018-08-08
00-76001106,Tessa,Pons,Male,Utrecht,Amersfoort,2016-03-13,Operations,Logistics Coordinator,Bachelor,70066,Good,No,1980-10-05,2023-09-10
00-17195288,Aron,Kathagen,Female,Utrecht,Nieuwegein,2017-03-28,Sales,Sales Consultant,Master,87704,Good,No,1990-03-17,2017-09-24
00-21432787,Wessel,Heijmen,Female,Utrecht,Nieuwegein,2024-07-24,Customer Service,Help Desk Technician,High School,58992,Good,No,1968-06-03,2025-01-20
00-65857931,Kay,van Luin,Male,Noord-Holland,Amsterdam,2021-09-12,IT,IT Support Specialist,High School,64536,Satisfactory,Yes,2002-02-08,2022-03-11
00-80138498,Lisanne,Zuidweg,Male,Noord-Brabant,Breda,2018-03-03,Customer Service,Customer Service Representative,High School,61630,Good,No,1986-11-13,2024-09-14
00-88990506,Evelien,Heijmen,Female,Noord-Holland,Haarlem,2024-10-10,Sales,Sales Representative,Bachelor,70958,Satisfactory,No,2003-02-02,2025-04-08
00-93352876,Jayden,Thomas,Female,Noord-Holland,Alkmaar,2016-02-09,Customer Service,Help Desk Technician,Bachelor,62775,Needs Improvement,No,2004-03-15,2021-05-14
00-37888820,Ayoub,Thout,Female,Zuid-Holland,Rotterdam,2021-07-29,Customer Service,Help Desk Technician,Bachelor,78920,Excellent,Yes,1970-10-05,2022-01-25
00-20896797,Rosalie,de Bruin,Male,Utrecht,Nieuwegein,2017-05-25,Operations,Inventory Specialist,Bachelor,61526,Good,No,1975-12-21,2017-11-21
00-20075036,Julia,Mangel,Female,Noord-Holland,Alkmaar,2017-01-28,Customer Service,Support Specialist,Bachelor,61150,Good,No,1998-12-02,2020-10-09
00-89699989,Jaylinn,Peters,Male,Utrecht,Amersfoort,2019-02-07,Customer Service,Help Desk Technician,High School,68922,Satisfactory,Yes,1981-05-15,2021-10-15
00-48668783,Livia,Sterkman,Female,Noord-Holland,Alkmaar,2022-11-06,Operations,Logistics Coordinator,Bachelor,59767,Satisfactory,No,1977-12-30,2023-12-04
00-70939053,Esmée,Hermans,Male,Zuid-Holland,Leiden,2016-10-17,Marketing,Marketing Coordinator,Bachelor,76897,Satisfactory,Yes,1993-05-04,2021-10-21
00-93893865,Dewi,Brizee,Male,Noord-Holland,Alkmaar,2020-05-06,Marketing,Marketing Manager,Master,90074,Excellent,Yes,1997-02-08,2022-06-11
00-25405014,Thijn,Zwijsen,Male,Zuid-Holland,Rotterdam,2020-01-26,Customer Service,Customer Service Representative,Bachelor,70351,Needs Improvement,No,1974-12-13,2023-10-28
00-45652586,Hailey,Vos,Female,Zuid-Holland,Rotterdam,2023-01-05,Sales,Sales Representative,Bachelor,62712,Satisfactory,No,1983-01-07,2024-04-20
00-32269779,Stijn,van Suinvorde,Male,Zuid-Holland,Den Haag,2023-02-08,Operations,Logistics Coordinator,Bachelor,62727,Good,No,2000-11-29,2023-08-07
00-86397676,Vera,Wooning,Female,Zuid-Holland,Leiden,2024-08-19,Operations,Inventory Specialist,Bachelor,58348,Satisfactory,Yes,1976-12-09,2025-02-15
00-72907576,Melissa,van Laarhoven,Male,Utrecht,Utrecht,2022-09-15,Customer Service,Customer Service Representative,High School,64194,Satisfactory,No,1983-07-10,2023-03-14
00-46540265,Thomas,Köster,Female,Zuid-Holland,Den Haag,2020-09-24,Sales,Sales Representative,Bachelor,63314,Needs Improvement,No,1995-08-07,2023-11-17
00-20796722,Yasmin,Sarneel,Female,Noord-Holland,Alkmaar,2020-08-12,Marketing,SEO Specialist,High School,78715,Needs Improvement,No,1988-10-09,2021-02-08
00-53261270,Selena,van der Maes,Female,Zuid-Holland,Rotterdam,2021-10-09,Sales,Sales Representative,Bachelor,72447,Excellent,No,1979-06-23,2022-04-07
00-40725714,Vigo,van Eck,Male,Utrecht,Utrecht,2024-10-28,Operations,Operations Analyst,Bachelor,75287,Good,Yes,1985-09-03,2025-04-26
00-12784407,Emily,Salet,Female,Noord-Brabant,Breda,2024-04-27,Operations,Logistics Coordinator,Bachelor,53046,Excellent,No,1997-04-22,2024-10-24
00-46173157,Liam,Françoise,Male,Noord-Brabant,Eindhoven,2020-04-11,Sales,Sales Representative,Bachelor,65111,Good,No,1999-07-03,2022-08-12
00-79654147,Tom,Phillipsen,Female,Zuid-Holland,Rotterdam,2022-10-01,Sales,Sales Representative,Bachelor,66694,Satisfactory,Yes,1974-05-08,2023-03-30
00-88561612,Ecrin,de Grote,Male,Noord-Holland,Amsterdam,2019-05-03,IT,System Administrator,Master,96408,Good,No,1994-07-22,2019-10-30
00-73083727,Aimée,Veltman,Male,Noord-Holland,Haarlem,2018-03-08,Customer Service,Support Specialist,Bachelor,65978,Good,No,1981-08-30,2018-09-04
00-99943797,Jurre,Willems,Male,Zuid-Holland,Den Haag,2016-10-18,Sales,Sales Consultant,Master,92355,Excellent,No,2004-05-06,2021-03-21
00-65250068,Olivier,Scholten,Male,Groningen,Groningen,2022-11-17,Customer Service,Support Specialist,Bachelor,74238,Good,No,1980-01-29,2023-05-16
00-63747791,Jinthe,Schenk,Male,Noord-Holland,Haarlem,2023-07-22,Operations,Inventory Specialist,Bachelor,64076,Good,No,2001-05-27,2024-01-18
00-71045700,Annabel,Lommert,Male,Zuid-Holland,Den Haag,2016-02-01,Operations,Inventory Specialist,Bachelor,67585,Good,Yes,1978-09-20,2018-11-16
00-25558733,Juliette,le Gallen,Female,Zuid-Holland,Leiden,2024-06-27,Operations,Logistics Coordinator,Bachelor,54395,Excellent,No,1987-05-29,2024-12-24
00-79067939,Linde,Perck,Male,Utrecht,Utrecht,2023-09-09,Operations,Logistics Coordinator,Bachelor,66085,Satisfactory,No,1985-04-10,2024-03-07
00-82825679,Guusje,van Tours,Male,Noord-Holland,Haarlem,2019-06-13,Sales,Sales Specialist,Master,57017,Good,No,1988-06-04,2019-12-10
00-79583757,Amir,Geldens,Female,Utrecht,Utrecht,2018-04-18,Operations,Logistics Coordinator,Bachelor,58362,Good,Yes,2004-02-21,2020-03-22
00-69329732,Siem,Peterse,Male,Groningen,Groningen,2022-04-22,HR,Recruiter,High School,60971,Satisfactory,Yes,1976-10-03,2022-10-19
00-83715012,Elisabeth,Zuidweg,Female,Noord-Holland,Amsterdam,2017-06-22,Operations,Inventory Specialist,High School,60743,Excellent,No,1988-12-17,2020-11-28
00-75056916,Azra,Waltrade Walderade,Female,Utrecht,Utrecht,2016-06-04,Customer Service,Help Desk Technician,High School,74677,Good,No,1988-04-25,2022-01-20
00-42117961,Lauren,van der Wal,Male,Zuid-Holland,Rotterdam,2022-05-01,Operations,Logistics Coordinator,Bachelor,70632,Good,No,1995-12-08,2022-10-28
00-11835355,Jinthe,van Hoevel en van Zwindrecht,Male,Utrecht,Utrecht,2020-04-08,Operations,Operations Analyst,Master,66571,Good,Yes,1983-05-16,2021-11-07
00-25228493,Luc,Oosterhek,Female,Zuid-Holland,Den Haag,2019-02-13,IT,IT Support Specialist,Bachelor,61544,Good,No,1978-03-27,2019-11-03
00-30665654,Joost,Totwiller,Male,Zuid-Holland,Den Haag,2020-02-13,Operations,Logistics Coordinator,Bachelor,64377,Good,No,1994-02-28,2020-08-11
00-78299645,Bibi,Lelijveld,Female,Zuid-Holland,Rotterdam,2022-03-11,Sales,Sales Representative,Bachelor,62240,Satisfactory,Yes,1965-03-30,2022-09-07
00-74759996,Lana,van Rossum,Female,Noord-Holland,Amsterdam,2024-04-10,Customer Service,Customer Service Manager,Master,72792,Satisfactory,No,1977-05-05,2024-10-07
00-83989546,Elize,van den Pol,Male,Friesland,Leeuwarden,2017-08-06,IT,Software Developer,Master,101777,Satisfactory,No,1964-12-02,2021-07-15
00-78214937,Elias,Lucas,Male,Overijssel,Enschede,2022-04-18,IT,Software Developer,Master,92733,Good,No,1982-06-12,2022-10-15
00-19369750,Rafael,Lambregt,Male,Overijssel,Enschede,2017-04-21,Customer Service,Customer Service Representative,Bachelor,64319,Excellent,No,1982-06-27,2019-04-23
00-78147397,Jolijn,van der Laan,Female,Utrecht,Nieuwegein,2017-02-16,Sales,Sales Consultant,Master,85351,Good,No,2004-10-27,2017-08-15
00-50071487,Bjorn,Claesdr,Female,Zuid-Holland,Den Haag,2023-07-21,IT,System Administrator,Bachelor,81949,Needs Improvement,No,1974-09-19,2024-01-17
00-75718414,Jet,Holthuis,Male,Zuid-Holland,Den Haag,2023-08-21,Finance,Accounts Payable Specialist,Bachelor,68287,Good,No,1978-11-01,2024-02-17
00-75007200,Lieve,van Tours,Male,Noord-Brabant,Eindhoven,2018-02-07,Sales,Sales Consultant,Bachelor,80121,Satisfactory,No,1959-11-26,2021-05-06
00-82937948,Ali,Schwartsbach,Male,Zuid-Holland,Rotterdam,2018-06-20,Customer Service,Support Specialist,High School,59956,Good,No,1992-01-14,2020-07-02
00-35320492,Tijn,Vos,Female,Noord-Holland,Alkmaar,2024-03-08,Finance,Accountant,Bachelor,74670,Good,No,2004-08-17,2024-09-04
00-61401477,Bradley,Ramaker,Female,Utrecht,Utrecht,2017-12-09,Customer Service,Support Specialist,High School,61044,Needs Improvement,No,1988-09-05,2018-06-30
00-52704903,Wout,Heijmans,Male,Noord-Holland,Alkmaar,2022-10-27,Operations,Inventory Specialist,Bachelor,65796,Good,Yes,1970-09-09,2023-04-25
00-61167978,Sepp,van Veen,Female,Utrecht,Amersfoort,2018-01-27,Customer Service,Support Specialist,High School,61837,Good,Yes,2002-02-20,2024-01-02
00-97512508,Fenne,Chrodtrud,Female,Noord-Holland,Alkmaar,2024-02-25,Marketing,Marketing Coordinator,Bachelor,65227,Good,No,1980-09-08,2024-08-23
00-26944487,Mara,Stoffelsz,Male,Noord-Holland,Amsterdam,2020-02-01,IT,Software Developer,Bachelor,93094,Good,No,1964-12-02,2020-07-30
00-23470708,Lorenzo,Hendriks,Female,Noord-Holland,Alkmaar,2023-07-23,Sales,Sales Specialist,Bachelor,78647,Good,No,1986-03-26,2024-01-19
00-80591959,Stefan,Nihoe,Female,Noord-Holland,Alkmaar,2024-10-10,Marketing,Content Creator,Bachelor,58383,Satisfactory,No,1998-08-27,2025-04-08
00-29348212,Ruben,van Hamaland,Male,Utrecht,Nieuwegein,2019-11-27,Customer Service,Customer Service Representative,High School,65122,Good,No,1993-12-29,2020-05-25
00-20043277,Merijn,van Dam,Male,Noord-Holland,Haarlem,2019-04-22,Operations,Inventory Specialist,High School,59863,Satisfactory,Yes,1990-04-15,2019-10-19
00-93652460,Faye,Courtier,Female,Utrecht,Nieuwegein,2022-08-10,Finance,Accountant,Bachelor,69997,Good,No,1971-10-12,2024-03-01
00-54099326,Lana,Gnodde,Male,Noord-Holland,Haarlem,2023-12-11,Sales,Sales Consultant,Bachelor,77005,Excellent,No,1991-08-28,2024-06-08
00-52501540,Julian,Meyer,Male,Noord-Brabant,Tilburg,2021-04-07,Marketing,Content Creator,High School,64069,Satisfactory,No,1970-04-10,2021-10-04
00-82613940,Daniël,Kleibrink,Male,Noord-Holland,Amsterdam,2015-03-29,Operations,Operations Analyst,Master,76382,Satisfactory,Yes,1966-01-01,2017-01-31
00-94712997,Chloé,Ehlert,Female,Noord-Brabant,Tilburg,2022-02-26,Operations,Operations Analyst,Bachelor,77577,Excellent,No,1995-09-10,2022-08-25
00-22130508,Simon,van Hamaland,Female,Noord-Holland,Amsterdam,2019-09-08,Operations,Inventory Specialist,Bachelor,58842,Excellent,No,1991-03-29,2020-03-06
00-95060193,Vincent,Smit,Male,Noord-Holland,Haarlem,2022-01-12,Operations,Logistics Coordinator,Bachelor,62314,Excellent,No,1997-03-30,2022-07-11
00-32329103,Max,Schulten,Male,Noord-Brabant,Eindhoven,2022-09-13,Customer Service,Support Specialist,Bachelor,66417,Good,Yes,1990-02-17,2024-04-16
00-53536830,Twan,Dries,Male,Noord-Holland,Alkmaar,2023-09-08,Finance,Accounts Payable Specialist,Bachelor,63027,Good,No,1970-03-27,2024-03-06
00-60310319,Sienna,Rotteveel,Male,Noord-Holland,Alkmaar,2019-10-14,Customer Service,Customer Service Representative,High School,58654,Excellent,No,1995-04-25,2020-04-11
00-65304649,Femke,Mallien,Male,Noord-Holland,Alkmaar,2020-06-04,Operations,Operations Manager,Bachelor,98886,Good,No,1961-05-21,2020-12-01
00-33497411,Catharina,Niermann,Female,Groningen,Groningen,2016-08-24,Operations,Logistics Coordinator,Bachelor,53660,Good,No,2002-11-23,2024-03-15
00-42323627,Saar,Rouwenhorst,Male,Utrecht,Utrecht,2020-10-28,IT,Software Developer,Bachelor,109468,Good,No,1981-05-26,2024-11-17
00-41163805,Cornelis,Cosman,Male,Noord-Holland,Amsterdam,2019-03-02,Operations,Logistics Coordinator,Bachelor,68580,Satisfactory,No,2000-09-19,2019-08-29
00-44269370,Mike,Sitters,Male,Zuid-Holland,Rotterdam,2022-06-09,Operations,Inventory Specialist,Bachelor,69377,Needs Improvement,Yes,1977-05-08,2022-12-06
00-83363160,Vince,Stoffelsz,Female,Gelderland,Apeldoorn,2017-09-12,Operations,Operations Analyst,Master,88460,Good,No,1991-07-07,2019-04-21
00-88862539,Suze,Schagen,Female,Noord-Holland,Haarlem,2017-07-02,Customer Service,Support Specialist,High School,56299,Good,Yes,1984-05-31,2021-02-17
00-43567615,Adriana,van Engeland,Female,Zuid-Holland,Leiden,2019-01-30,Customer Service,Help Desk Technician,Bachelor,69462,Good,No,1970-05-28,2019-07-29
00-61632653,Berat,van Dongen,Female,Noord-Holland,Amsterdam,2023-09-25,Sales,Sales Representative,Bachelor,65279,Good,Yes,1993-05-30,2024-03-23
00-61185849,Eva,Prins,Female,Utrecht,Utrecht,2020-01-10,IT,System Administrator,Master,75377,Good,No,1994-03-21,2021-01-03
00-49625201,Kyan,Bezemer,Male,Noord-Holland,Alkmaar,2015-12-30,Customer Service,Help Desk Technician,High School,80002,Needs Improvement,Yes,2000-10-20,2020-01-12
00-46840133,Ise,Sanders,Male,Zuid-Holland,Leiden,2015-07-29,Operations,Logistics Coordinator,Bachelor,76586,Good,No,1962-12-28,2024-05-29
00-16582607,Linn,Kunen,Female,Zuid-Holland,Leiden,2024-06-20,IT,Software Developer,Master,103166,Satisfactory,Yes,1997-11-15,2024-12-17
00-48412328,Hannah,van Geest,Female,Utrecht,Nieuwegein,2023-11-30,Operations,Inventory Specialist,High School,53169,Excellent,No,2002-08-03,2024-05-28
00-57287718,Job,van Eck,Male,Zuid-Holland,Den Haag,2017-08-20,IT,System Administrator,Master,77690,Satisfactory,No,1971-06-20,2022-02-10
00-43638559,Aaliyah,Garret,Male,Zuid-Holland,Leiden,2022-06-21,Finance,Accountant,Bachelor,91206,Good,No,1994-11-02,2022-12-18
00-98473848,Simon,Vermeulen,Male,Noord-Holland,Amsterdam,2022-04-27,IT,Software Developer,Bachelor,80327,Good,No,2000-11-26,2022-10-24
